ID Empleado,Función,Departamento,Región,Educación,Género,Jornada,Modalidad,Fecha Contratación,Estatus,Fecha Baja
ADM-G-747,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Tiempo Completo,Presencial,18-oct-13,Activo,
ADM-G-752,Administrativa,Gerencia y Estrategia,México,Grado,Femenino,Medio Tiempo,Remoto,22-oct-13,Inactivo,14-sept-20
ADM-G-753,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,23-oct-13,Activo,
ADM-G-76,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Tiempo Completo,Remoto,1-ene-13,Inactivo,28-mar-15
ADM-G-762,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Medio Tiempo,Presencial,4-nov-13,Inactivo,21-jul-18
ADM-G-764,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Parcial,Remoto,9-nov-13,Inactivo,25-may-15
ADM-G-767,Administrativa,Gerencia y Estrategia,Perú,Posgrado,Masculino,Tiempo Completo,Remoto,15-nov-13,Inactivo,27-jul-20
ADM-G-768,Administrativa,Gerencia y Estrategia,Perú,Posgrado,Femenino,Tiempo Completo,Presencial,16-nov-13,Inactivo,26-ene-17
ADM-G-769,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,16-nov-13,Activo,
ADM-G-770,Administrativa,Gerencia y Estrategia,Chile,Posgrado,Femenino,Tiempo Completo,Remoto,17-nov-13,Inactivo,20-dic-15
ADM-G-777,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,25-nov-13,Activo,
ADM-G-779,Administrativa,Gerencia y Estrategia,Chile,Posgrado,Masculino,Tiempo Completo,Presencial,28-nov-13,Activo,
ADM-G-786,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Tiempo Completo,Remoto,1-dic-13,Activo,
ADM-G-787,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,1-dic-13,Activo,
ADM-G-789,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Medio Tiempo,Presencial,2-dic-13,Activo,
ADM-G-790,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,3-dic-13,Inactivo,11-nov-17
ADM-G-795,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Parcial,Remoto,8-dic-13,Activo,
ADM-G-796,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,9-dic-13,Inactivo,16-oct-14
ADM-G-798,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,12-dic-13,Activo,
ADM-G-803,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Tiempo Completo,Presencial,21-dic-13,Activo,
ADM-G-804,Administrativa,Gerencia y Estrategia,Perú,Grado,Masculino,Tiempo Completo,Remoto,22-dic-13,Inactivo,24-ene-15
ADM-G-807,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Tiempo Completo,Presencial,23-dic-13,Activo,
ADM-G-808,Administrativa,Gerencia y Estrategia,México,Grado,Femenino,Medio Tiempo,Remoto,24-dic-13,Inactivo,23-may-18
ADM-G-819,Administrativa,Gerencia y Estrategia,México,Grado,Femenino,Medio Tiempo,Remoto,3-ene-14,Activo,
ADM-G-821,Administrativa,Gerencia y Estrategia,Perú,Posgrado,Femenino,Tiempo Completo,Remoto,4-ene-14,Inactivo,17-oct-14
ADM-G-822,Administrativa,Gerencia y Estrategia,Chile,Grado,Femenino,Tiempo Completo,Presencial,4-ene-14,Activo,
ADM-G-830,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,11-ene-14,Activo,
ADM-G-848,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Presencial,23-ene-14,Inactivo,8-dic-14
ADM-G-85,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Parcial,Remoto,1-ene-13,Inactivo,21-jul-15
ADM-G-852,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,26-ene-14,Activo,
ADM-G-854,Administrativa,Gerencia y Estrategia,Uruguay,Posgrado,Masculino,Tiempo Completo,Remoto,30-ene-14,Inactivo,8-jul-15
ADM-G-856,Administrativa,Gerencia y Estrategia,Perú,Posgrado,Femenino,Tiempo Completo,Remoto,31-ene-14,Inactivo,17-nov-19
ADM-G-864,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Presencial,4-feb-14,Activo,
ADM-G-878,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Medio Tiempo,Remoto,24-feb-14,Activo,
ADM-G-887,Administrativa,Gerencia y Estrategia,Uruguay,Posgrado,Masculino,Tiempo Completo,Remoto,2-mar-14,Activo,
ADM-G-891,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,7-mar-14,Inactivo,5-oct-17
ADM-G-892,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Presencial,7-mar-14,Inactivo,5-dic-19
ADM-G-905,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,16-mar-14,Inactivo,19-ago-15
ADM-G-907,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Tiempo Completo,Remoto,18-mar-14,Inactivo,30-nov-19
ADM-G-909,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,20-mar-14,Inactivo,26-nov-14
ADM-G-912,Administrativa,Gerencia y Estrategia,Chile,Posgrado,Femenino,Tiempo Completo,Presencial,24-mar-14,Inactivo,23-mar-20
ADM-G-915,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Medio Tiempo,Remoto,25-mar-14,Activo,
ADM-G-917,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Presencial,26-mar-14,Activo,
ADM-G-918,Administrativa,Gerencia y Estrategia,Perú,Posgrado,Masculino,Tiempo Completo,Remoto,27-mar-14,Inactivo,26-mar-18
ADM-G-919,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Parcial,Remoto,27-mar-14,Activo,
ADM-G-927,Administrativa,Gerencia y Estrategia,México,Posgrado,Femenino,Medio Tiempo,Remoto,2-abr-14,Inactivo,29-jul-14
ADM-G-928,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Parcial,Presencial,2-abr-14,Inactivo,28-jul-16
ADM-G-929,Administrativa,Gerencia y Estrategia,Chile,Posgrado,Femenino,Tiempo Completo,Remoto,2-abr-14,Activo,
ADM-G-932,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,4-abr-14,Activo,
ADM-G-935,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,6-abr-14,Activo,
ADM-G-938,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Tiempo Completo,Presencial,9-abr-14,Inactivo,24-dic-17
ADM-G-94,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,25-nov-15
ADM-G-940,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,10-abr-14,Activo,
ADM-G-96,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,6-dic-15
ADM-G-968,Administrativa,Gerencia y Estrategia,México,Grado,Femenino,Medio Tiempo,Remoto,3-may-14,Inactivo,2-feb-15
ADM-G-969,Administrativa,Gerencia y Estrategia,México,Grado,Femenino,Medio Tiempo,Remoto,3-may-14,Inactivo,22-oct-20
ADM-G-974,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Parcial,Remoto,5-may-14,Activo,
ADM-G-980,Administrativa,Gerencia y Estrategia,Uruguay,Posgrado,Masculino,Tiempo Completo,Remoto,11-may-14,Inactivo,8-dic-17
ADM-G-988,Administrativa,Gerencia y Estrategia,Chile,Grado,Masculino,Tiempo Completo,Presencial,18-may-14,Activo,
ADM-G-99,Administrativa,Gerencia y Estrategia,México,Grado,Masculino,Medio Tiempo,Remoto,1-ene-13,Inactivo,13-dic-15
ADM-G-990,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,20-may-14,Activo,
ADM-G-998,Administrativa,Gerencia y Estrategia,México,Posgrado,Masculino,Medio Tiempo,Remoto,26-may-14,Activo,
ADM-L-1019,Administrativa,Logistica,Chile,Pregrado,Masculino,Parcial,Presencial,13-jun-14,Inactivo,21-jul-18
ADM-L-1030,Administrativa,Logistica,México,Grado,Femenino,Tiempo Completo,Presencial,24-jun-14,Activo,
ADM-L-1032,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Remoto,27-jun-14,Inactivo,27-sept-17
ADM-L-1035,Administrativa,Logistica,Perú,Pregrado,Masculino,Parcial,Presencial,30-jun-14,Activo,
ADM-L-1045,Administrativa,Logistica,Chile,Pregrado,Femenino,Medio Tiempo,Remoto,14-jul-14,Inactivo,7-feb-15
ADM-L-1062,Administrativa,Logistica,México,Pregrado,Femenino,Medio Tiempo,Presencial,30-jul-14,Activo,
ADM-L-107,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,7-feb-16
ADM-L-108,Administrativa,Logistica,México,Grado,Femenino,Parcial,Presencial,1-ene-13,Inactivo,24-feb-16
ADM-L-1092,Administrativa,Logistica,México,Pregrado,Masculino,Tiempo Completo,Presencial,23-ago-14,Inactivo,26-ago-20
ADM-L-1095,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Remoto,24-ago-14,Activo,
ADM-L-1106,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,2-sept-14,Activo,
ADM-L-1112,Administrativa,Logistica,Chile,Pregrado,Femenino,Medio Tiempo,Presencial,5-sept-14,Activo,
ADM-L-1113,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,6-sept-14,Inactivo,4-may-18
ADM-L-1119,Administrativa,Logistica,Uruguay,Grado,Femenino,Tiempo Completo,Presencial,13-sept-14,Activo,
ADM-L-1155,Administrativa,Logistica,Uruguay,Grado,Femenino,Tiempo Completo,Presencial,11-oct-14,Inactivo,20-jul-18
ADM-L-1179,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,2-nov-14,Activo,
ADM-L-1180,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Medio Tiempo,Presencial,3-nov-14,Inactivo,1-mar-19
ADM-L-1181,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Remoto,3-nov-14,Activo,
ADM-L-1183,Administrativa,Logistica,Chile,Pregrado,Femenino,Tiempo Completo,Remoto,4-nov-14,Inactivo,2-oct-15
ADM-L-1188,Administrativa,Logistica,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,6-nov-14,Inactivo,23-ago-18
ADM-L-12,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,22-jul-13
ADM-L-1203,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,16-nov-14,Activo,
ADM-L-1204,Administrativa,Logistica,Perú,Pregrado,Femenino,Medio Tiempo,Presencial,18-nov-14,Activo,
ADM-L-121,Administrativa,Logistica,México,Pregrado,Femenino,Medio Tiempo,Presencial,1-ene-13,Inactivo,12-ago-16
ADM-L-1237,Administrativa,Logistica,México,Grado,Femenino,Medio Tiempo,Remoto,24-dic-14,Activo,
ADM-L-1239,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,28-dic-14,Inactivo,27-ago-17
ADM-L-125,Administrativa,Logistica,Uruguay,Grado,Femenino,Medio Tiempo,Presencial,1-ene-13,Inactivo,21-oct-16
ADM-L-1251,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,13-ene-15,Inactivo,1-may-17
ADM-L-1256,Administrativa,Logistica,México,Grado,Femenino,Tiempo Completo,Presencial,21-ene-15,Inactivo,17-feb-18
ADM-L-1266,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,28-ene-15,Inactivo,17-jun-20
ADM-L-1269,Administrativa,Logistica,Uruguay,Grado,Masculino,Medio Tiempo,Presencial,31-ene-15,Activo,
ADM-L-1316,Administrativa,Logistica,Uruguay,Grado,Femenino,Tiempo Completo,Presencial,21-mar-15,Inactivo,31-mar-20
ADM-L-133,Administrativa,Logistica,México,Pregrado,Masculino,Parcial,Presencial,1-ene-13,Inactivo,10-feb-17
ADM-L-1331,Administrativa,Logistica,Chile,Pregrado,Masculino,Tiempo Completo,Remoto,2-abr-15,Activo,
ADM-L-1334,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,7-abr-15,Activo,
ADM-L-1340,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Tiempo Completo,Presencial,11-abr-15,Inactivo,30-oct-17
ADM-L-135,Administrativa,Logistica,México,Pregrado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,25-feb-17
ADM-L-1354,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Remoto,26-abr-15,Activo,
ADM-L-1358,Administrativa,Logistica,Chile,Pregrado,Otro,Tiempo Completo,Remoto,29-abr-15,Inactivo,1-jul-20
ADM-L-1374,Administrativa,Logistica,Perú,Pregrado,Femenino,Parcial,Remoto,18-may-15,Inactivo,10-oct-20
ADM-L-1376,Administrativa,Logistica,Chile,Pregrado,Masculino,Tiempo Completo,Presencial,20-may-15,Inactivo,23-may-18
ADM-L-139,Administrativa,Logistica,Uruguay,Grado,Otro,Tiempo Completo,Remoto,1-ene-13,Inactivo,16-abr-17
ADM-L-140,Administrativa,Logistica,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,27-abr-17
ADM-L-1414,Administrativa,Logistica,México,Grado,Femenino,Tiempo Completo,Presencial,13-jun-15,Activo,
ADM-L-1419,Administrativa,Logistica,Uruguay,Pregrado,Otro,Tiempo Completo,Presencial,19-jun-15,Inactivo,3-jul-20
ADM-L-1455,Administrativa,Logistica,Perú,Pregrado,Masculino,Tiempo Completo,Remoto,19-jul-15,Inactivo,14-ago-16
ADM-L-1468,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,27-jul-15,Activo,
ADM-L-1476,Administrativa,Logistica,Chile,Grado,Masculino,Parcial,Presencial,5-ago-15,Inactivo,10-ago-18
ADM-L-1493,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,22-ago-15,Activo,
ADM-L-1519,Administrativa,Logistica,Uruguay,Grado,Masculino,Medio Tiempo,Presencial,15-sept-15,Activo,
ADM-L-1527,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,19-sept-15,Activo,
ADM-L-1531,Administrativa,Logistica,Chile,Grado,Femenino,Tiempo Completo,Presencial,22-sept-15,Inactivo,10-feb-16
ADM-L-1601,Administrativa,Logistica,México,Pregrado,Femenino,Medio Tiempo,Presencial,2-dic-15,Activo,
ADM-L-1608,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Remoto,8-dic-15,Activo,
ADM-L-1617,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Remoto,14-dic-15,Inactivo,5-may-19
ADM-L-1641,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Tiempo Completo,Presencial,4-ene-16,Activo,
ADM-L-1646,Administrativa,Logistica,México,Pregrado,Masculino,Medio Tiempo,Presencial,8-ene-16,Inactivo,13-jul-20
ADM-L-1647,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Parcial,Remoto,9-ene-16,Inactivo,15-oct-18
ADM-L-165,Administrativa,Logistica,México,Pregrado,Femenino,Medio Tiempo,Remoto,1-ene-13,Inactivo,21-ene-18
ADM-L-1657,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,14-ene-16,Activo,
ADM-L-1658,Administrativa,Logistica,Perú,Grado,Femenino,Tiempo Completo,Presencial,16-ene-16,Activo,
ADM-L-1669,Administrativa,Logistica,México,Grado,Femenino,Medio Tiempo,Remoto,23-ene-16,Activo,
ADM-L-1673,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Medio Tiempo,Presencial,28-ene-16,Inactivo,11-mar-20
ADM-L-1676,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Remoto,31-ene-16,Activo,
ADM-L-1694,Administrativa,Logistica,Chile,Grado,Masculino,Medio Tiempo,Presencial,17-feb-16,Activo,
ADM-L-1706,Administrativa,Logistica,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,29-feb-16,Activo,
ADM-L-1710,Administrativa,Logistica,Perú,Pregrado,Femenino,Medio Tiempo,Presencial,8-mar-16,Activo,
ADM-L-1720,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,15-mar-16,Activo,
ADM-L-1721,Administrativa,Logistica,México,Pregrado,Femenino,Medio Tiempo,Remoto,16-mar-16,Inactivo,27-jun-19
ADM-L-1733,Administrativa,Logistica,Perú,Pregrado,Femenino,Medio Tiempo,Presencial,24-mar-16,Inactivo,16-mar-20
ADM-L-1752,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,13-abr-16,Activo,
ADM-L-176,Administrativa,Logistica,México,Grado,Otro,Medio Tiempo,Remoto,1-ene-13,Inactivo,4-jun-18
ADM-L-1783,Administrativa,Logistica,Perú,Grado,Femenino,Tiempo Completo,Remoto,17-may-16,Activo,
ADM-L-1791,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,25-may-16,Activo,
ADM-L-1814,Administrativa,Logistica,México,Grado,Otro,Tiempo Completo,Presencial,13-jun-16,Inactivo,2-ago-20
ADM-L-1819,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,15-jun-16,Inactivo,1-jul-20
ADM-L-183,Administrativa,Logistica,Chile,Pregrado,Femenino,Parcial,Remoto,1-ene-13,Inactivo,30-jul-18
ADM-L-1835,Administrativa,Logistica,Perú,Grado,Otro,Parcial,Presencial,30-jun-16,Inactivo,21-mar-17
ADM-L-1837,Administrativa,Logistica,Uruguay,Grado,Femenino,Tiempo Completo,Presencial,30-jun-16,Inactivo,4-jul-20
ADM-L-1870,Administrativa,Logistica,México,Pregrado,Femenino,Tiempo Completo,Presencial,28-jul-16,Inactivo,15-ago-20
ADM-L-1871,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,30-jul-16,Activo,
ADM-L-1872,Administrativa,Logistica,Chile,Grado,Masculino,Tiempo Completo,Presencial,30-jul-16,Activo,
ADM-L-1878,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Remoto,6-ago-16,Inactivo,7-nov-20
ADM-L-1879,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Parcial,Presencial,6-ago-16,Activo,
ADM-L-1885,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Medio Tiempo,Presencial,12-ago-16,Inactivo,15-ene-20
ADM-L-1887,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Parcial,Remoto,12-ago-16,Inactivo,29-sept-20
ADM-L-1892,Administrativa,Logistica,Chile,Pregrado,Femenino,Tiempo Completo,Remoto,15-ago-16,Inactivo,29-ago-20
ADM-L-1893,Administrativa,Logistica,Uruguay,Grado,Femenino,Tiempo Completo,Presencial,19-ago-16,Activo,
ADM-L-1906,Administrativa,Logistica,Uruguay,Grado,Femenino,Medio Tiempo,Remoto,6-sept-16,Inactivo,23-ene-17
ADM-L-1920,Administrativa,Logistica,Chile,Grado,Femenino,Medio Tiempo,Presencial,19-sept-16,Inactivo,21-nov-17
ADM-L-1921,Administrativa,Logistica,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,20-sept-16,Inactivo,13-ago-20
ADM-L-1923,Administrativa,Logistica,Chile,Grado,Masculino,Medio Tiempo,Remoto,20-sept-16,Activo,
ADM-L-1930,Administrativa,Logistica,Chile,Pregrado,Masculino,Parcial,Presencial,25-sept-16,Activo,
ADM-L-194,Administrativa,Logistica,Uruguay,Grado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,17-nov-18
ADM-L-1941,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Remoto,6-oct-16,Inactivo,10-ago-18
ADM-L-1943,Administrativa,Logistica,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,9-oct-16,Inactivo,11-ene-18
ADM-L-1949,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,13-oct-16,Inactivo,11-jun-20
ADM-L-1956,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,21-oct-16,Inactivo,29-sept-20
ADM-L-1968,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Parcial,Presencial,27-oct-16,Activo,
ADM-L-1994,Administrativa,Logistica,Perú,Grado,Masculino,Medio Tiempo,Remoto,19-nov-16,Inactivo,7-ago-20
ADM-L-1995,Administrativa,Logistica,Chile,Pregrado,Femenino,Medio Tiempo,Presencial,21-nov-16,Inactivo,15-jul-20
ADM-L-2001,Administrativa,Logistica,México,Pregrado,Masculino,Medio Tiempo,Remoto,28-nov-16,Inactivo,7-nov-18
ADM-L-2003,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,29-nov-16,Activo,
ADM-L-2016,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,12-dic-16,Activo,
ADM-L-2020,Administrativa,Logistica,México,Grado,Masculino,Medio Tiempo,Presencial,15-dic-16,Activo,
ADM-L-2026,Administrativa,Logistica,Perú,Grado,Femenino,Tiempo Completo,Remoto,17-dic-16,Activo,
ADM-L-203,Administrativa,Logistica,México,Pregrado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,6-abr-19
ADM-L-2035,Administrativa,Logistica,Chile,Grado,Femenino,Medio Tiempo,Remoto,23-dic-16,Activo,
ADM-L-2059,Administrativa,Logistica,Chile,Pregrado,Femenino,Tiempo Completo,Presencial,12-ene-17,Inactivo,20-mar-20
ADM-L-206,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Remoto,1-ene-13,Inactivo,9-may-19
ADM-L-2082,Administrativa,Logistica,México,Pregrado,Masculino,Parcial,Remoto,6-feb-17,Activo,
ADM-L-2102,Administrativa,Logistica,Perú,Grado,Masculino,Tiempo Completo,Presencial,7-mar-17,Activo,
ADM-L-2112,Administrativa,Logistica,México,Posgrado,Masculino,Medio Tiempo,Presencial,19-mar-17,Activo,
ADM-L-2120,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,24-mar-17,Activo,
ADM-L-2125,Administrativa,Logistica,México,Pregrado,Femenino,Medio Tiempo,Presencial,30-mar-17,Inactivo,13-jun-20
ADM-L-2130,Administrativa,Logistica,Chile,Grado,Femenino,Tiempo Completo,Presencial,1-abr-17,Activo,
ADM-L-2131,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Remoto,1-abr-17,Activo,
ADM-L-2133,Administrativa,Logistica,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,3-abr-17,Inactivo,10-abr-20
ADM-L-2147,Administrativa,Logistica,México,Pregrado,Femenino,Medio Tiempo,Presencial,17-abr-17,Inactivo,17-ago-17
ADM-L-2148,Administrativa,Logistica,Perú,Grado,Femenino,Tiempo Completo,Presencial,17-abr-17,Inactivo,21-feb-20
ADM-L-2163,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Parcial,Presencial,4-may-17,Inactivo,17-abr-20
ADM-L-2167,Administrativa,Logistica,México,Pregrado,Masculino,Tiempo Completo,Presencial,10-may-17,Activo,
ADM-L-2172,Administrativa,Logistica,Chile,Pregrado,Femenino,Medio Tiempo,Presencial,14-may-17,Inactivo,6-jul-20
ADM-L-2185,Administrativa,Logistica,Perú,Pregrado,Masculino,Tiempo Completo,Remoto,1-jun-17,Inactivo,21-may-20
ADM-L-2191,Administrativa,Logistica,México,Pregrado,Femenino,Tiempo Completo,Presencial,10-jun-17,Activo,
ADM-L-2195,Administrativa,Logistica,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,12-jun-17,Activo,
ADM-L-220,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Parcial,Presencial,1-ene-13,Inactivo,5-dic-19
ADM-L-2205,Administrativa,Logistica,México,Pregrado,Femenino,Tiempo Completo,Presencial,19-jun-17,Activo,
ADM-L-2212,Administrativa,Logistica,Uruguay,Grado,Masculino,Medio Tiempo,Presencial,29-jun-17,Activo,
ADM-L-2216,Administrativa,Logistica,México,Grado,Femenino,Tiempo Completo,Presencial,2-jul-17,Inactivo,11-oct-20
ADM-L-2220,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,6-jul-17,Inactivo,8-mar-19
ADM-L-2229,Administrativa,Logistica,México,Pregrado,Masculino,Parcial,Remoto,13-jul-17,Inactivo,12-nov-17
ADM-L-2230,Administrativa,Logistica,Chile,Pregrado,Femenino,Medio Tiempo,Remoto,13-jul-17,Inactivo,22-nov-17
ADM-L-2246,Administrativa,Logistica,Uruguay,Grado,Femenino,Tiempo Completo,Presencial,25-jul-17,Inactivo,13-ene-19
ADM-L-2269,Administrativa,Logistica,Perú,Grado,Femenino,Parcial,Presencial,13-ago-17,Activo,
ADM-L-2287,Administrativa,Logistica,Chile,Grado,Femenino,Tiempo Completo,Presencial,28-ago-17,Activo,
ADM-L-2294,Administrativa,Logistica,México,Grado,Femenino,Tiempo Completo,Remoto,6-sept-17,Activo,
ADM-L-2313,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Parcial,Presencial,16-sept-17,Activo,
ADM-L-2316,Administrativa,Logistica,Uruguay,Pregrado,Femenino,Medio Tiempo,Presencial,21-sept-17,Activo,
ADM-L-2317,Administrativa,Logistica,Perú,Grado,Femenino,Medio Tiempo,Presencial,21-sept-17,Activo,
ADM-L-2326,Administrativa,Logistica,Chile,Pregrado,Femenino,Tiempo Completo,Presencial,2-oct-17,Inactivo,12-oct-19
ADM-L-2329,Administrativa,Logistica,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,5-oct-17,Inactivo,18-jun-20
ADM-L-2367,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,14-nov-17,Activo,
ADM-L-2381,Administrativa,Logistica,Perú,Pregrado,Femenino,Medio Tiempo,Presencial,1-dic-17,Inactivo,22-ago-18
ADM-L-2389,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,6-dic-17,Activo,
ADM-L-2391,Administrativa,Logistica,Perú,Pregrado,Femenino,Medio Tiempo,Presencial,7-dic-17,Inactivo,30-mar-20
ADM-L-2397,Administrativa,Logistica,Uruguay,Grado,Masculino,Tiempo Completo,Presencial,16-dic-17,Activo,
ADM-L-2404,Administrativa,Logistica,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,24-dic-17,Inactivo,6-ago-20
ADM-L-2409,Administrativa,Logistica,México,Grado,Femenino,Tiempo Completo,Presencial,28-dic-17,Activo,
ADM-L-2410,Administrativa,Logistica,Perú,Posgrado,Masculino,Parcial,Remoto,29-dic-17,Inactivo,9-jun-20
